2019-07-02T01:26:36.954977239Z,031f1f1f1f1f1c89,0,b
2019-07-02T01:31:37.023977239Z,032828272727248b,0,b
2019-07-02T01:36:37.091977239Z,032d2d2c2d2d298c,0,b
2019-07-02T01:41:37.160977239Z,0356565555554f8d,0,b
2019-07-02T01:46:37.237977239Z,032e2e2d2e2e2a8e,0,b
2019-07-02T01:52:41.766983726Z,022626252525228f,0,b
2019-07-02T01:57:41.834983726Z,022727262626238e,0,b
2019-07-02T02:02:41.903983726Z,022b2b2b2b2b288e,0,b
2019-07-02T02:07:41.971983726Z,023838383838348f,0,b
2019-07-02T02:12:42.048983726Z,023838373737338f,0,b
2019-07-02T02:18:43.573529358Z,0250504f504f4a90,0,b
2019-07-02T02:23:43.642529358Z,0251525051514c91,0,b
2019-07-02T02:28:43.711529358Z,024d4d4c4c4c4791,0,b
2019-07-02T02:33:43.780529358Z,024a4b494a4a4592,0,b
2019-07-02T02:38:43.856529358Z,02494a4849494493,0,b
2019-07-02T02:44:50.505055069Z,0238383738383495,0,b
2019-07-02T02:49:50.574055069Z,0233333232322f95,0,b
2019-07-02T02:54:50.643055069Z,023b3b3a3a3a3696,0,b
2019-07-02T02:59:50.712055069Z,0247474646474296,0,b
2019-07-02T03:04:50.788055069Z,0238383738383497,0,b
2019-07-02T03:11:00.405876136Z,022e2e2d2e2d2a98,0,b
2019-07-02T03:16:00.473876136Z,0237373637373398,0,b
2019-07-02T03:21:00.542876136Z,0240403f403f3b98,0,b
2019-07-02T03:26:00.611876136Z,0238383838383498,0,b
2019-07-02T03:31:00.687876136Z,023b3b3a3b3a3698,0,b
